date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:34:40	5254/5254	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://gn-math.github.io/robots.txt		(from )
09:34:40	7096/7096	---M-Z	200	added ('OK')	text/html	etag:W/%22692a81d1-1bb8%22	https://gn-math.github.io/	C:/Users/breeb/Downloads/gn-math%20unblocked/gn-math.github.io/index.html	(from )
09:34:40	25754/25754	---M--	200	added ('OK')	image/png	etag:%22692a81d1-649a%22	https://gn-math.github.io/favicon.png	C:/Users/breeb/Downloads/gn-math%20unblocked/gn-math.github.io/favicon.png	(from https://gn-math.github.io/)
09:34:40	195428/195428	---M--	200	added ('OK')	text/javascript	etag:11421397785304101093	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-5521219086088837	C:/Users/breeb/Downloads/gn-math%20unblocked/pagead2.googlesyndication.com/pagead/js/f784d.txt	(from https://gn-math.github.io/)
09:34:41	19199/19199	---MCZ	200	added ('OK')	application/javascript	etag:W/%224aff-a6iCmyWj6ovpx0L8yXEKQSAVYFU%22	https://cdn.jsdelivr.net/gh/gn-math/gn-math.github.io@main/gnmath.js	C:/Users/breeb/Downloads/gn-math%20unblocked/cdn.jsdelivr.net/gh/gn-math/gn-math.github.io@main/gnmath.js	(from https://gn-math.github.io/)
09:34:41	14714/14714	---M-Z	200	added ('OK')	text/css	etag:W/%22692a81d1-397a%22	https://gn-math.github.io/style.css	C:/Users/breeb/Downloads/gn-math%20unblocked/gn-math.github.io/style.css	(from https://gn-math.github.io/)
09:34:41	1113/1113	---M--	200	added ('OK')	image/png	etag:%22692a81d1-459%22	https://gn-math.github.io/refresh-icon.png	C:/Users/breeb/Downloads/gn-math%20unblocked/gn-math.github.io/refresh-icon.png	(from https://gn-math.github.io/)
09:34:41	996/996	---M--	200	added ('OK')	image/png	etag:%22692a81d1-3e4%22	https://gn-math.github.io/setting.png	C:/Users/breeb/Downloads/gn-math%20unblocked/gn-math.github.io/setting.png	(from https://gn-math.github.io/)
09:34:42	32252/32252	---M-Z	200	added ('OK')	application/javascript	etag:W/%22692a81d1-7dfc%22	https://gn-math.github.io/script.js	C:/Users/breeb/Downloads/gn-math%20unblocked/gn-math.github.io/script.js	(from https://gn-math.github.io/)
